find_id,admin_division,place,period,denomination,material,issuer,mint,start_year,end_year,imported,owner,reference
302,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Traianus (Traianus),Roma (Rom) ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=302
303,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=303
304,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=304
305,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=305
306,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=306
307,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=307
308,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=308
309,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=309
310,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=310
311,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=311
312,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,138,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=312
313,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,139,139,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=313
314,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,145,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=314
315,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,145,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=315
316,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,145,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=316
317,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,145,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=317
318,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,154,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=318
319,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,151,152,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=319
320,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,154,156,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=320
321,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,154,156,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=321
322,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,154,156,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=322
323,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,155,157,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=323
324,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,159,160,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=324
325,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,159,160,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=325
326,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,159,160,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=326
327,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,159,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=327
328,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,161,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=328
329,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,161,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=329
330,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=330
331,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=331
332,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=332
333,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,140,143,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=333
334,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=334
335,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,140,143,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=335
336,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=336
337,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=337
338,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=338
339,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=339
340,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=340
341,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,141,141,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=341
342,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,141,141,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=342
343,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,145,160,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=343
346,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,147,149,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=346
347,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,147,149,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=347
348,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,148,150,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=348
349,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,155,156,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=349
350,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,139,180,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=350
351,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,161,180,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=351
352,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,161,180,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=352
353,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,163,164,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=353
354,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,162,164,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=354
355,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,162,164,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=355
356,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,162,164,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=356
357,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,163,165,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=357
358,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,163,165,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=358
359,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,163,164,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=359
360,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,163,164,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=360
361,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,163,165,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=361
362,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,165,166,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=362
363,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,165,168,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=363
364,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,168,169,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=364
365,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,168,170,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=365
366,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,169,170,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=366
367,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,169,170,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=367
368,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,170,171,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=368
369,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Commodus (Commodus),Roma (Rom) ,180,180,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=369
370,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,139,180,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=370
371,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,139,180,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=371
372,Turkivs'kȳǐ raǐon,Borynya,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius),Roma (Rom) ,139,180,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=372
386,Dynów (rural area),Bachórz,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,122,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=386
387,Bejsce,Bejsce,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Marcus Aurelius (Marcus Aurelius),Roma (Rom) ,161,175,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=387
388,Żegocina,Bełdno,,Bronze (Bronze) ,Bronze (Ae),, ,,,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=388
389,Bochnia (rural area),Bessów,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Traianus (Traianus),Roma (Rom) ,103,111,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=389
390,Zarszyn,Jaćmierz,Ancient (Antik),Denarius (Denarius) ,Silver (Ag),Hadrianus (Hadrianus),Roma (Rom) ,119,122,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=390
391,Łańcut (rural area),Albigowa,Roman (Römer),Sestertius (Sestertius) ,Bronze (Ae),Antoninus Pius (Antoninus Pius),Roma (Rom) ,145,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=391
392,Alwernia,Alwernia,,Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=392
393,Alwernia,Alwernia,,Denarius (Denarius) ,Silver (Ag),Commodus (Commodus), ,180,192,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=393
394,Alwernia,Alwernia,,Denarius (Denarius) ,Silver (Ag),Septimius Severus (Septimius Severus), ,193,211,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=394
395,Alwernia,Alwernia,,Denarius (Denarius) ,Silver (Ag),Elagabalus (Elagabalus), ,220,222,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=395
396,Alwernia,Alwernia,,Denarius (Denarius) ,Silver (Ag),Severus Alexander (Severus Alexander), ,222,235,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=396
397,Alwernia,Alwernia,,Denarius (Denarius) ,Silver (Ag),Severus Alexander (Severus Alexander), ,222,235,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=397
398,Alwernia,Alwernia,,Denarius (Denarius) ,Silver (Ag),Antoninus Pius (Antoninus Pius), ,138,161,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=398
399,Łubnice,Beszowa,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Traianus (Traianus),Roma (Rom) ,103,111,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=399
400,Łubnice,Beszowa,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Traianus (Traianus),Roma (Rom) ,114,117,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=400
401,Łubnice,Beszowa,Roman (Römer),Denarius (Denarius) ,Silver (Ag),Commodus (Commodus),Roma (Rom) ,190,191,17/03/2023,FRC-PL,https://coindb-prod.ocean.icm.edu.pl/AFE_PL/show_coin?coin_id=401
